code,cgst,sgst,igst
"Any services provided by, _(a) the National Skill Development Corporation set up by the Government of India;(b) a Sector Skill Council approved by the National Skill Development Corporation;(c) an assessment agency approved by the Sector Skill Council or the National Skill Development Corporation;(d) a training partner approved by the National Skill Development Corporation or the Sector Skill Council,in relation to-(i) the National Skill Development Programme implemented by the National         Skill          Development Corporation; or(ii) a vocational skill development course under the National Skill Certification and Monetary Reward Scheme; or(iii) any other Scheme implemented by the National Skill Development Corporation.",Nil,Nil,…
"Services of assessing bodies empanelled centrally by the Directorate General of Training, Ministry of Skill Development and Entrepreneurship by way of assessments under the Skill Development Initiative Scheme.",Nil,Nil,…
"Services provided by training providers (Project     implementation     agencies) under     Deen     Dayal      Upadhyaya Grameen          Kaushalya          Yojana implemented by the Ministry of Rural Development, Government of India by way  of  offering  skill  or  vocational training    courses    certified    by    the National Council for Vocational Training.",Nil,Nil,…
"Services provided to the Central Government, State Government, Union territory administration under any training programme for which 75% or more  of  the  total  expenditure  is borne by the Central Government, State Government, Union territory administration.",Nil,Nil,…
Services provided by the cord blood banks by way of preservation of stem cells or any other service in relation to such preservation.,Nil,Nil,…
"Services by way of-(a) health care services by a clinical establishment, an authorised medical practitioner or para-medics;(b)   services  provided   by   way   of transportation of a patient in an ambulance, other than those specified in (a) above.",Nil,Nil,…
"Services provided by rehabilitation professionals recognised under the Rehabilitation Council of India Act, 1992 (34 of 1992) by way of rehabilitation, therapy or counselling and such other activity as covered by the said Act at medical establishments, educational institutions, rehabilitation centers established by Central Government, State Government  or Union  territory or  an  entity registered under section 12AA or 12AB of the Income-tax Act, 1961 (43 of 1961).",Nil,Nil,…
Services provided by operators of the common bio-medical waste treatment facility to a clinical establishment by way of treatment or disposal of bio- medical waste or the processes incidental thereto.,Nil,Nil,…
"Services      by      way      of       public conveniences   such   as   provision   of facilities of bathroom, washrooms, lavatories, urinal or toilets.",Nil,Nil,…
"Service by an unincorporated body or a non- profit entity registered under any law for the time being in force, to its own members by way of reimbursement of charges or share of contribution –(a) as a trade union;(b) for the provision of carrying out any activity which is exempt from the levy of Goods and service Tax; or(c) up to an amount of [seven thousand five hundred]100 rupees per month per member for sourcing of goods or services  from  a  third  person  for  the common   use  of  its  members  in   a housing society or a residential complex.",Nil,Nil,…
"Services provided by an unincorporated body or a non-profit entity registered under any law for the time being in force, engaged in,-(i) activities relating to the welfare of industrial or agricultural labour or farmer; or(ii) promotion of trade, commerce, industry, agriculture, art, science, literature, culture, sports, education, social welfare, charitable activities and protection of environment,to its own members against consideration in the form of membership fee upto an amount of one thousand rupees (Rs 1000/-) per member per year.",Nil,Nil,…
"Services by an artist by way of a performance in folk or classical art forms of-(a) music, or(b) dance, or(c) theatre,if the consideration charged for such performance is not more than one lakh and fifty thousand rupees:Provided that the exemption shall not apply to service provided by such artist as a brand ambassador.",Nil,Nil,…
"Services by way of admission to a museum, national park, wildlife sanctuary, tiger reserve or zoo.",Nil,Nil,…
"Services by way of admission to a protected monument so declared under the Ancient Monuments and Archaeological Sites and Remains Act 1958 (24 of 1958) or any of the State Acts, for the time being in force.",Nil,Nil,…
"Services by way of training or coaching in recreational activities relating to-(a) arts or culture, or(b)  sports by charitable entities registered under section 12AA or 12ABof the Income-tax Act.",Nil,Nil,…
"Services by way of right to admission to-(a) circus, dance, or theatrical performance including drama or ballet;(b) award function, concert, pageant, musical  performance or any sporting event other than a recognised sporting event;(c) recognised sporting event;(d) planetarium,where the consideration for right to admission to the events or places as referred to in items (a), (b), (c) or (d)above is not more than Rs 500 per person.",Nil,Nil,…
Services by way of right to admission to the events organised under FIFA U- 17 World Cup 2017.,Nil,Nil,…
Services by way of right to admission to the events organised under FIFA U- 17 Women's World Cup 2020.,Nil,Nil,…
Services by way of right to admission to the events organised under AFC Women's Asia Cup 2022,Nil,Nil,…
